Wavelength (Angstroms), Normalized intensity, Element
832.56936, 25.265409, 
832.61389, 34.315399, 
832.65842, 48.472855, 
832.70295, 63.527861, 
832.74748, 72.318957, O II
832.79201, 76.014355, 
832.83654, 77.568892, 
832.88107, 84.472925, 
832.92560, 87.093135, O III
832.97013, 76.715425, 
833.01466, 56.875447, 
833.05919, 40.827038, 
833.10372, 34.418349, 
833.14825, 39.264483, 
833.19278, 56.065811, 
833.23731, 83.115615, 
833.28184, 106.23510, 
833.32637, 110.80926, O II
833.37090, 90.343344, 
833.41543, 60.627015, 
833.45996, 42.137339, 
833.50449, 38.639695, 
833.54902, 49.608811, 
833.59355, 78.147474, 
833.63808, 124.45671, 
833.68261, 177.23798, 
833.72715, 204.90856, O III
833.77168, 184.58023, 
833.81621, 131.26024, 
833.86074, 79.328053, 
833.90527, 47.600968, 
833.94981, 31.411722, 
833.99434, 23.687752, 
834.03887, 20.411007, 
834.08340, 20.070685, 
834.12794, 21.277115, 
834.17247, 22.761352, 
834.21700, 26.291214, 
834.26153, 34.524423, 
834.30607, 53.481299, 
834.35060, 86.477344, 
834.39513, 127.12195, 
834.43967, 151.34556, O II
834.48420, 143.88926, 
834.52873, 107.38743, 
834.57327, 66.727436, 
834.61780, 41.638287, 
834.66234, 29.316832, 
834.70687, 23.428218, 
834.75140, 21.306072, 
834.79594, 21.314947, 
834.84047, 22.986923, 
834.88501, 27.257943, 
834.92954, 35.606041, 
834.97408, 49.723822, 
835.01861, 69.575295, 
835.06315, 89.448745, 
835.10768, 110.16980, O III
835.15222, 146.13789, 
835.19675, 208.26047, 
835.24129, 271.74226, 
835.28582, 290.59055, O III
835.33036, 245.35281, 
835.37489, 164.63220, 
835.41943, 93.927631, 
835.46397, 52.120582, 
835.50850, 33.089309, 
835.55304, 25.568806, 
835.59757, 21.609886, 
835.64211, 19.912807, 
835.68665, 19.436093, 
835.73118, 19.815652, 
835.77572, 19.969407, 
835.82026, 19.577513, 
835.86480, 19.271889, 
835.90933, 18.974601, 
835.95387, 18.472315, 
835.99841, 18.681744, 
836.04295, 19.045989, 
836.08748, 19.936500, 
836.13202, 20.850564, 
836.17656, 21.231896, 
836.22110, 21.288898, 
836.26563, 21.044792, 
836.31017, 20.800905, 
836.35471, 20.214048, 
836.39925, 20.000328, 
836.44379, 19.987986, 
836.48833, 20.189154, 
836.53287, 19.911544, 
836.57740, 19.622118, 
836.62194, 19.508824, 
836.66648, 19.448101, 
836.71102, 19.228632, 
836.75556, 19.009701, 
836.80010, 18.634705, 
836.84464, 18.796163, 
836.88918, 18.395829, 
836.93372, 18.631740, 
836.97826, 19.152728, 
837.02280, 19.562658, 
837.06734, 20.209806, 
837.11188, 20.663814, 
837.15642, 20.809072, 
837.20096, 20.832307, 
837.24550, 20.114062, 
837.29004, 20.418508, 
837.33458, 20.524880, 
837.37913, 20.884657, 
837.42367, 21.137570, 
837.46821, 20.627104, 
837.51275, 19.832343, 
837.55729, 19.453377, 
837.60183, 19.062861, 
837.64637, 19.136161, 
837.69092, 19.685628, 
837.73546, 19.783517, 
837.78000, 20.422430, 
837.82454, 20.400120, 
837.86908, 19.861804, 
837.91363, 20.071164, 
837.95817, 19.831683, 
838.00271, 19.712453, 
838.04725, 20.043145, 
838.09180, 20.187980, 
838.13634, 19.604191, 
838.18088, 19.443200, 
838.22543, 19.011278, 
838.26997, 19.109729, 
838.31451, 19.245995, 
838.35906, 20.020460, 
838.40360, 20.657822, 
838.44814, 20.859207, 
838.49269, 20.016582, 
838.53723, 19.464375, 
838.58178, 19.846585, 
838.62632, 20.409792, 
838.67086, 20.590926, 
838.71541, 20.763974, 
838.75995, 20.890624, 
838.80450, 21.140823, 
838.84904, 20.874975, 
838.89359, 20.388182, 
838.93813, 20.197920, 
838.98268, 20.147558, 
839.02722, 20.113270, 
839.07177, 20.209251, 
839.11632, 19.806197, 
839.16086, 19.456112, 
839.20541, 19.327377, 
839.24995, 19.807549, 
839.29450, 19.703796, 
839.33904, 19.072687, 
839.38359, 18.828739, 
839.42814, 18.874617, 
839.47268, 19.186941, 
839.51723, 19.815412, 
839.56178, 19.943359, 
839.60632, 20.303950, 
839.65087, 20.625333, 
839.69542, 20.431358, 
839.73996, 20.274605, 
839.78451, 20.482851, 
839.82906, 20.510891, 
839.87361, 20.827665, 
839.91815, 20.710028, 
839.96270, 21.159677, 
840.02877, 20.716020, 
840.07325, 20.380952, 
840.11773, 19.961813, 
840.16221, 20.283070, 
840.20670, 20.360532, 
840.25118, 20.693153, 
840.29566, 20.888461, 
840.34014, 20.977305, 
840.38462, 20.997012, 
840.42911, 20.702039, 
840.47359, 20.546046, 
840.51807, 20.393846, 
840.56255, 20.304380, 
840.60704, 20.345661, 
840.65152, 20.105471, 
840.69600, 19.962309, 
840.74048, 20.389852, 
840.78497, 20.968289, 
840.82945, 20.770483, 
840.87393, 20.583665, 
840.91842, 19.852464, 
840.96290, 19.570240, 
841.00739, 20.020061, 
841.05187, 19.857997, 
841.09635, 20.103642, 
841.14084, 20.372412, 
841.18532, 20.061773, 
841.22981, 20.145696, 
841.27429, 20.351504, 
841.31877, 20.388875, 
841.36326, 20.653733, 
841.40774, 20.691855, 
841.45223, 20.644451, 
841.49671, 21.162214, 
841.54120, 21.138473, 
841.58568, 21.141004, 
841.63017, 21.098398, 
841.67466, 20.901681, 
841.71914, 20.668140, 
841.76363, 19.682881, 
841.80811, 19.111702, 
841.85260, 19.208067, 
841.89708, 20.116015, 
841.94157, 21.026654, 
841.98606, 21.556184, 
842.03054, 21.437970, 
842.07503, 21.093645, 
842.11952, 20.991744, 
842.16400, 20.975502, 
842.20849, 20.924476, 
842.25298, 20.360359, 
842.29746, 20.358098, 
842.34195, 20.282273, 
842.38644, 20.286073, 
842.43093, 20.953766, 
842.47541, 21.390188, 
842.51990, 21.242986, 
842.56439, 21.781756, 
842.60888, 22.098508, 
842.65337, 22.074875, 
842.69785, 21.462281, 
842.74234, 20.862702, 
842.78683, 20.670640, 
842.83132, 21.072123, 
842.87581, 21.218213, 
842.92030, 20.865546, 
842.96479, 21.125468, 
843.00927, 21.659353, 
843.05376, 21.596749, 
843.09825, 20.925542, 
843.14274, 20.404840, 
843.18723, 20.042208, 
843.23172, 19.720088, 
843.27621, 19.586308, 
843.32070, 19.817242, 
843.36519, 20.396015, 
843.40968, 20.498565, 
843.45417, 20.945963, 
843.49866, 21.706754, 
843.54315, 21.441133, 
843.58764, 21.545940, 
843.63213, 22.151041, 
843.67662, 22.588155, 
843.72111, 22.625961, 
843.76561, 22.414475, 
843.81010, 22.249048, 
843.85459, 21.925712, 
843.89908, 21.254521, 
843.94357, 21.181972, 
843.98806, 20.924528, 
844.03255, 20.715557, 
844.07705, 20.828181, 
844.12154, 21.226504, 
844.16603, 21.847780, 
844.21052, 22.358406, 
844.25501, 23.053902, 
844.29951, 22.809957, 
844.34400, 21.850392, 
844.38849, 21.479874, 
844.43299, 21.333386, 
844.47748, 21.455804, 
844.52197, 22.234527, 
844.56646, 21.783158, 
844.61096, 21.774521, 
844.65545, 21.568775, 
844.69994, 21.676300, 
844.74444, 22.032712, 
844.78893, 21.947970, 
844.83343, 21.735740, 
844.87792, 21.148641, 
844.92241, 20.802096, 
844.96691, 21.176871, 
845.01140, 21.035045, 
845.05590, 20.787402, 
845.10039, 21.133174, 
845.14489, 20.966064, 
845.18938, 20.844337, 
845.23388, 21.023415, 
845.27837, 22.299544, 
845.32287, 22.931696, 
845.36736, 22.703954, 
845.41186, 22.156863, 
845.45635, 21.545978, 
845.50085, 21.176916, 
845.54534, 21.258936, 
845.58984, 20.935070, 
845.63433, 21.003427, 
845.67883, 21.375098, 
845.72333, 21.802311, 
845.76782, 22.500048, 
845.81232, 22.786738, 
845.85682, 23.075089, 
845.90131, 23.441323, 
845.94581, 23.042855, 
845.99031, 22.594776, 
846.03480, 21.529577, 
846.07930, 21.439217, 
846.12380, 22.122033, 
846.16830, 22.410909, 
846.21279, 22.141356, 
846.25729, 22.714845, 
846.30179, 22.094053, 
846.34629, 22.090852, 
846.39078, 21.856087, 
846.43528, 21.400183, 
846.47978, 21.460619, 
846.52428, 21.834124, 
846.56878, 22.170858, 
846.61328, 21.843009, 
846.65777, 21.598404, 
846.70227, 21.809288, 
846.74677, 21.822348, 
846.79127, 21.378328, 
846.83577, 21.060459, 
846.88027, 21.435616, 
846.92477, 22.532987, 
846.96927, 22.879536, 
847.01377, 22.565544, 
847.05827, 21.411423, 
847.10277, 21.094147, 
847.14727, 21.001845, 
847.19177, 21.175264, 
847.23627, 21.286631, 
847.28077, 21.753690, 
847.32527, 23.082849, 
847.36977, 24.499514, 
847.41427, 24.894977, 
847.45877, 24.708742, 
847.50327, 24.055022, 
847.54777, 22.924319, 
847.59227, 22.947740, 
847.63677, 22.511418, 
847.68128, 22.843128, 
847.72578, 23.304531, 
847.77028, 23.510336, 
847.81478, 23.703571, 
847.85928, 23.288901, 
847.90378, 22.525304, 
847.94829, 22.392245, 
847.99279, 22.239032, 
848.03729, 22.098387, 
848.08179, 22.487611, 
848.12630, 22.961081, 
848.17080, 23.427762, 
848.21530, 23.690911, 
848.25980, 23.924700, 
848.30431, 23.831409, 
848.34881, 23.608850, 
848.39331, 23.178412, 
848.43782, 22.555113, 
848.48232, 22.126604, 
848.52682, 22.953780, 
848.57133, 23.199392, 
848.61583, 22.583467, 
848.66034, 22.517757, 
848.70484, 22.558206, 
848.74934, 22.353841, 
848.79385, 21.931016, 
848.83835, 22.476849, 
848.88286, 23.432618, 
848.92736, 24.322504, 
848.97187, 24.705792, 
849.01637, 25.030902, 
849.06088, 24.893705, 
849.10538, 24.182716, 
849.14989, 23.880035, 
849.19439, 24.022175, 
849.23890, 24.256609, 
849.28340, 23.841999, S V
849.32791, 23.047484, 
849.37242, 22.693603, 
849.41692, 22.839622, 
849.46143, 23.058153, 
849.50593, 23.412966, 
849.55044, 22.873604, 
849.59495, 22.865608, 
849.63945, 22.354216, 
849.68396, 22.129335, 
849.72847, 22.370711, 
849.77297, 22.951021, 
849.81748, 23.832830, 
849.86199, 24.424739, 
849.90649, 24.938931, 
849.95100, 24.633932, 
849.99551, 24.406922, 
850.04002, 23.724831, 
850.08452, 23.325017, 
850.12903, 23.668548, 
850.17354, 23.927274, 
850.21805, 24.139609, 
850.26256, 23.906138, 
850.30706, 23.136486, 
850.35157, 23.058831, 
850.39608, 23.063245, 
850.44059, 23.349698, 
850.48510, 23.565283, 
850.52961, 25.012077, 
850.57412, 25.667976, 
850.61863, 25.391542, 
850.66314, 24.133962, 
850.70764, 23.526611, 
850.75215, 23.298932, 
850.79666, 23.483262, 
850.84117, 23.553248, 
850.88568, 23.673215, 
850.93019, 23.328259, 
850.97470, 23.217305, 
851.01921, 22.923040, 
851.06372, 23.159522, 
851.10823, 23.634393, 
851.15275, 24.311079, 
851.19726, 24.898576, 
851.24177, 24.990480, 
851.28628, 24.173098, 
851.33079, 23.723341, 
851.37530, 23.964624, 
851.41981, 24.472248, 
851.46432, 24.312314, 
851.50883, 24.667597, 
851.55335, 24.820826, 
851.59786, 24.797207, 
851.64237, 24.193017, 
851.68688, 24.211444, 
851.73139, 23.922039, 
851.77591, 24.109737, 
851.82042, 24.285353, 
851.86493, 24.289146, 
851.90944, 24.026289, 
851.95396, 23.482020, 
851.99847, 23.527499, 
852.04298, 23.859509, 
852.08749, 23.824166, 
852.13201, 23.646042, 
852.17652, 23.274769, S V
852.22103, 23.429068, 
852.26555, 23.755215, 
852.31006, 23.748187, 
852.35457, 23.970863, 
852.39909, 24.590965, 
852.44360, 24.594094, 
852.48812, 24.474607, 
852.53263, 24.425138, 
852.57714, 24.225286, 
852.62166, 24.629890, 
852.66617, 24.419040, 
852.71069, 24.666176, 
852.75520, 24.752773, 
852.79972, 25.347136, 
852.84423, 25.221828, 
852.88875, 25.529718, 
852.93326, 25.539644, 
852.97778, 25.035084, 
853.02229, 25.165826, 
853.06681, 25.153076, 
853.11133, 24.534786, 
853.15584, 24.163990, 
853.20036, 24.635900, 
853.24487, 24.657668, 
853.28939, 24.640056, 
853.33391, 24.340934, 
853.37842, 24.375645, 
853.42294, 24.041876, 
853.46746, 23.846930, 
853.50115, 26.658993, 
853.54560, 26.749212, 
853.59004, 26.607461, 
853.63449, 26.446559, 
853.67894, 25.955158, 
853.72339, 25.851218, 
853.76783, 26.239241, 
853.81228, 25.965788, 
853.85673, 25.857337, 
853.90118, 26.517747, 
853.94562, 27.047485, 
853.99007, 27.491082, 
854.03452, 27.516041, 
854.07897, 26.847105, 
854.12342, 25.961291, 
854.16787, 25.609683, 
854.21232, 25.922230, 
854.25677, 26.134507, 
854.30121, 26.282134, 
854.34566, 26.520268, 
854.39011, 26.163036, 
854.43456, 26.630791, 
854.47901, 27.251907, 
854.52346, 27.559235, 
854.56791, 28.548609, 
854.61236, 29.497737, 
854.65681, 30.602226, 
854.70126, 31.474159, Mg VII
854.74571, 30.760411, 
854.79016, 30.007661, S V
854.83461, 29.186406, 
854.87906, 28.115961, 
854.92351, 26.933275, 
854.96797, 25.883349, 
855.01242, 25.067559, 
855.05687, 25.127134, 
855.10132, 25.582562, 
855.14577, 26.552566, 
855.19022, 27.591007, 
855.23467, 27.457070, 
855.27913, 26.821143, 
855.32358, 26.550720, 
855.36803, 27.360303, 
855.41248, 26.968236, 
855.45693, 26.596777, 
855.50139, 26.924740, 
855.54584, 26.613670, 
855.59029, 26.501694, 
855.63474, 27.222466, 
855.67920, 27.223926, 
855.72365, 28.130092, 
855.76810, 28.555690, 
855.81256, 28.387068, 
855.85701, 28.281667, 
855.90146, 28.076442, 
855.94592, 27.530874, 
855.99037, 27.015073, 
856.03482, 27.389052, 
856.07928, 27.453294, 
856.12373, 26.860764, 
856.16819, 27.490015, 
856.21264, 27.908936, 
856.25709, 27.512877, 
856.30155, 26.945513, 
856.34600, 26.180462, 
856.39046, 25.749346, 
856.43491, 25.445800, 
856.47937, 25.419672, 
856.52382, 25.685159, 
856.56828, 26.053061, 
856.61273, 26.986416, 
856.65719, 27.217901, 
856.70164, 28.053834, 
856.74610, 28.216553, 
856.79056, 27.854163, 
856.83501, 27.642165, 
856.87947, 27.846579, 
856.92392, 27.760164, 
856.96838, 28.048594, 
857.01284, 27.945711, 
857.05729, 27.663203, 
857.10175, 27.369428, 
857.14621, 27.166556, 
857.19066, 27.226486, 
857.23512, 26.988957, 
857.27958, 27.139801, 
857.32404, 27.411147, 
857.36849, 27.266718, 
857.41295, 27.326334, 
857.45741, 27.750652, 
857.50187, 27.499540, 
857.54632, 27.136204, 
857.59078, 27.163082, 
857.63524, 27.473514, 
857.67970, 28.302906, 
857.72416, 28.704233, 
857.76861, 28.255235, 
857.81307, 28.270023, S V
857.85753, 28.657570, 
857.90199, 29.953350, 
857.94645, 32.615819, 
857.99091, 35.203853, 
858.03537, 35.754235, C II
858.07983, 33.801914, 
858.12429, 30.686664, 
858.16875, 28.720460, 
858.21321, 27.666888, 
858.25766, 27.632412, 
858.30212, 28.290361, 
858.34658, 28.922485, 
858.39104, 31.241036, 
858.43551, 36.347189, 
858.47997, 41.485187, 
858.52443, 43.362600, C II
858.56889, 40.206449, 
858.61335, 34.349784, 
858.65781, 30.670298, 
858.70227, 28.683220, 
858.74673, 27.855461, 
858.79119, 27.114811, 
858.83565, 26.917421, 
858.88011, 27.372329, 
858.92458, 28.060987, 
858.96904, 28.640366, 
859.01350, 28.371357, 
859.05796, 28.937167, 
859.10242, 29.132578, 
859.14689, 28.832408, 
859.19135, 28.003413, 
859.23581, 26.903615, 
859.28027, 27.173295, 
859.32473, 28.029387, 
859.36920, 28.618516, 
859.41366, 28.980643, 
859.45812, 29.407770, 
859.50259, 31.009447, 
859.54705, 32.591950, 
859.59151, 34.348159, 
859.63598, 35.270238, Fe III
859.68044, 35.652018, 
859.72490, 34.415769, Fe III
859.76937, 32.069120, 
859.81383, 29.877749, 
859.85830, 28.614919, 
859.90276, 28.385233, 
859.94722, 28.259814, 
859.99169, 26.990149, 
860.03615, 26.765045, 
860.08062, 28.117101, 
860.12508, 28.975105, 
860.16955, 29.265348, 
860.21401, 29.238047, 
860.25848, 28.480875, 
860.30294, 27.856332, 
860.34741, 27.820498, 
860.39187, 28.674140, 
860.43634, 29.037559, 
860.48081, 29.019505, S V
860.52527, 29.940784, 
860.56974, 30.649571, 
860.61420, 31.030778, 
860.65867, 30.501072, 
860.70314, 29.604521, 
860.74760, 29.182567, 
860.79207, 28.328080, 
860.83654, 27.902681, 
860.88100, 28.854500, 
860.92547, 29.579879, 
860.96994, 29.719378, 
861.01440, 29.363166, 
861.05887, 28.647611, 
861.10334, 28.296711, 
861.14781, 27.916274, 
861.19227, 27.989089, 
861.23674, 28.551685, 
861.28121, 28.559830, 
861.32568, 29.159353, 
861.37015, 29.691652, 
861.41461, 30.243363, 
861.45908, 29.961073, 
861.50355, 29.825627, 
861.54802, 29.729489, 
861.59249, 29.914564, 
861.63696, 30.638014, 
861.68143, 31.928988, 
861.72589, 33.252182, 
861.77036, 34.119713, Fe III
861.81483, 33.129588, Fe III
861.85930, 31.308982, 
861.90377, 29.726869, 
861.94824, 28.868192, 
861.99271, 28.747272, 
862.03718, 29.473303, 
862.08165, 30.434950, 
862.12612, 31.300779, 
862.17059, 31.871001, 
862.21506, 31.772752, 
862.25953, 30.803998, 
862.30400, 30.134731, 
862.34847, 29.538453, 
862.39295, 29.390553, 
862.43742, 29.126067, 
862.48189, 28.898951, 
862.52636, 28.821505, 
862.57083, 28.603108, 
862.61530, 29.274515, 
862.65977, 29.691738, 
862.70424, 30.147606, 
862.74872, 29.419695, 
862.79319, 29.226149, 
862.83766, 28.571006, 
862.88213, 28.469636, 
862.92660, 28.400215, 
862.97108, 28.871570, 
863.01555, 30.142244, 
863.06002, 30.725483, 
863.10450, 31.597742, 
863.14897, 31.534873, 
863.19344, 31.450765, 
863.23791, 30.688750, 
863.28239, 30.160581, 
863.32686, 29.795485, 
863.37133, 30.568295, 
863.41581, 30.492578, 
863.46028, 29.845962, 
863.50476, 29.362355, 
863.54923, 28.665190, 
863.59370, 28.822940, 
863.63818, 29.071259, 
863.68265, 29.434200, 
863.72713, 30.391920, 
863.77160, 30.816599, 
863.81608, 30.762353, 
863.86055, 30.883056, 
863.90503, 30.834084, 
863.94950, 30.887022, 
863.99398, 31.274298, 
864.03845, 30.525326, Fe III
864.08293, 30.096965, 
864.12740, 29.537539, 
864.17188, 28.759664, 
864.21635, 28.610409, 
864.26083, 28.803820, 
864.30531, 29.819052, 
864.34978, 30.577063, 
864.39426, 31.184502, 
864.43873, 31.018436, 
864.48321, 30.106669, 
864.52769, 29.304934, 
864.57216, 29.616354, 
864.61664, 30.556205, 
864.66112, 30.999717, 
864.70560, 30.567733, 
864.75007, 31.008471, 
864.79455, 31.666578, 
864.83903, 30.813163, 
864.88351, 30.297444, 
864.92798, 30.013119, 
864.97246, 30.016074, 
865.01694, 30.263268, 
865.06142, 29.743540, 
865.10589, 29.574931, 
865.15037, 29.294496, 
865.19485, 28.917150, 
865.23933, 29.198383, 
865.28381, 29.143754, 
865.32829, 28.383667, 
865.37277, 27.970457, 
865.41725, 28.380193, 
865.46172, 28.855469, 
865.50620, 29.235896, 
865.55068, 29.657980, 
865.59516, 30.769829, 
865.63964, 31.157660, 
865.68412, 30.687067, 
865.72860, 30.388317, 
865.77308, 30.503872, 
865.81756, 30.897776, 
865.86204, 31.196067, 
865.90652, 31.123397, 
865.95100, 31.033312, 
865.99548, 31.300305, 
866.03996, 31.745744, 
866.08444, 31.590241, 
866.12893, 31.390443, 
866.17341, 30.884370, 
866.21789, 30.685506, 
866.26237, 30.931555, 
866.30685, 30.155330, 
866.35133, 29.467893, 
866.39581, 30.026604, 
866.44030, 30.299260, 
866.48478, 30.575512, 
866.52926, 30.474657, 
866.57374, 30.087578, 
866.61822, 29.854614, 
866.66271, 29.488961, 
866.70719, 29.157708, 
866.75167, 29.522354, 
866.79615, 30.467613, 
866.84064, 31.374568, 
866.88512, 31.710228, 
866.92960, 31.615555, 
866.97409, 31.643499, 
867.04021, 29.849390, 
867.08462, 29.007656, 
867.12903, 28.400195, 
867.17345, 28.725307, 
867.21786, 28.969960, 
867.26228, 28.691890, 
867.30669, 29.429028, 
867.35110, 29.159469, 
867.39552, 29.346138, 
867.43993, 30.054281, 
867.48435, 30.010734, 
867.52876, 29.750378, 
867.57318, 30.551880, 
867.61759, 31.052566, 
867.66201, 31.191812, 
867.70642, 31.295123, 
867.75084, 30.884147, 
867.79525, 30.813157, 
867.83967, 30.739152, 
867.88409, 30.068263, 
867.92850, 29.628523, 
867.97292, 29.655978, 
868.01733, 30.299200, 
868.06175, 31.874264, 
868.10617, 33.090879, 
868.15058, 33.360208, 
868.19500, 32.186886, 
868.23942, 31.109525, 
868.28383, 30.516937, 
868.32825, 30.646820, 
868.37267, 30.472317, 
868.41709, 30.546924, 
868.46150, 30.282564, 
868.50592, 30.135433, 
868.55034, 29.822370, 
868.59476, 30.569068, 
868.63918, 30.560979, 
868.68359, 31.387968, 
868.72801, 32.251382, 
868.77243, 32.390258, 
868.81685, 32.147277, 
868.86127, 31.395321, 
868.90569, 30.538818, 
868.95010, 30.719260, 
868.99452, 30.742804, 
869.03894, 30.494965, 
869.08336, 30.402251, 
869.12778, 30.568066, 
869.17220, 30.896098, 
869.21662, 31.390759, 
869.26104, 30.220436, 
869.30546, 29.448368, 
869.34988, 28.844711, 
869.39430, 28.881352, 
869.43872, 28.808005, 
869.48314, 28.828153, 
869.52756, 29.381421, 
869.57198, 29.929247, 
869.61640, 30.572025, 
869.66082, 31.306461, 
869.70524, 31.479986, 
869.74966, 31.254563, 
869.79408, 31.036140, 
869.83851, 31.188776, 
869.88293, 31.368711, 
869.92735, 31.466443, 
869.97177, 31.518765, 
870.01619, 30.912165, 
870.06061, 30.339618, 
870.10504, 30.416269, 
870.14946, 30.479122, 
870.19388, 30.083607, 
870.23830, 29.917331, 
870.28272, 29.753210, 
870.32715, 30.365741, 
870.37157, 30.544680, 
870.41599, 30.750124, 
870.46042, 30.485937, 
870.50484, 30.067846, 
870.54926, 30.330389, 
870.59368, 30.824175, 
870.63811, 31.827190, 
870.68253, 32.306964, 
870.72696, 31.409346, 
870.77138, 31.160002, 
870.81580, 31.164504, 
870.86023, 31.074996, 
870.90465, 31.198948, 
870.94908, 30.858738, 
870.99350, 30.477638, 
871.03792, 30.638864, 
871.08235, 30.155332, 
871.12677, 30.066885, 
871.17120, 30.222392, 
871.21562, 29.848051, 
871.26005, 29.724840, 
871.30447, 29.496303, 
871.34890, 28.997981, 
871.39332, 29.369250, 
871.43775, 30.262537, 
871.48218, 30.505434, 
871.52660, 30.548291, 
871.57103, 30.949704, 
871.61545, 30.926966, 
871.65988, 31.061269, 
871.70431, 30.840396, 
871.74873, 31.266784, 
871.79316, 30.965378, 
871.83759, 30.528050, 
871.88201, 31.268047, 
871.92644, 32.197312, 
871.97087, 32.400123, 
872.01529, 32.444187, 
872.05972, 32.546038, 
872.10415, 32.532907, Na VII
872.14858, 31.772575, 
872.19300, 30.900057, 
872.23743, 30.640189, 
872.28186, 31.300275, 
872.32629, 31.898419, 
872.37072, 31.306568, 
872.41514, 31.522222, 
872.45957, 32.093895, 
872.50400, 31.920212, 
872.54843, 31.440006, 
872.59286, 30.673112, 
872.63729, 30.905499, 
872.68172, 30.966254, 
872.72615, 31.186680, 
872.77057, 31.144692, 
872.81500, 30.784446, 
872.85943, 31.013634, 
872.90386, 30.905586, 
872.94829, 30.376153, 
872.99272, 30.248953, 
873.03715, 30.988327, 
873.08158, 32.175448, 
873.12601, 32.495932, 
873.17044, 31.401491, 
873.21487, 30.214622, 
873.25930, 30.228025, 
873.30373, 29.968897, 
873.34817, 30.460027, 
873.39260, 31.179869, 
873.43703, 31.805121, 
873.48146, 32.793939, 
873.52589, 33.481065, 
873.57032, 34.154892, 
873.61475, 33.761840, 
873.65918, 32.594675, 
873.70362, 32.158725, 
873.74805, 31.278055, 
873.79248, 30.901772, 
873.83691, 31.732433, 
873.88135, 32.296611, 
873.92578, 32.600235, 
873.97021, 32.446730, 
874.01464, 31.355819, 
874.05908, 31.407401, 
874.10351, 31.070884, 
874.14794, 31.146038, 
874.19237, 31.481775, 
874.23681, 31.734767, 
874.28124, 32.201217, 
874.32567, 32.896669, 
874.37011, 33.531294, 
874.41454, 33.437344, 
874.45898, 32.683125, 
874.50341, 32.626946, 
874.54784, 31.992848, 
874.59228, 31.310018, 
874.63671, 31.150103, 
874.68115, 31.771757, 
874.72558, 32.109674, 
874.77002, 32.042405, 
874.81445, 31.770748, 
874.85889, 31.082063, 
874.90332, 30.922026, 
874.94776, 31.191409, 
874.99219, 32.045361, 
875.03663, 33.204108, 
875.08106, 34.170488, 
875.12550, 34.755550, 
875.16993, 34.895267, 
875.21437, 34.323267, 
875.25881, 33.610395, 
875.30324, 32.719122, 
875.34768, 32.750250, 
875.39211, 33.201904, 
875.43655, 32.846381, 
875.48099, 32.165339, 
875.52542, 31.649246, 
875.56986, 32.153354, 
875.61430, 32.224946, 
875.65874, 32.209910, 
875.70317, 32.404809, 
875.74761, 31.736407, 
875.79205, 31.252069, 
875.83649, 30.939393, 
875.88092, 31.451429, 
875.92536, 32.479181, 
875.96980, 33.328337, 
876.01424, 34.083341, 
876.05868, 35.122871, 
876.10311, 34.906494, 
876.14755, 34.284988, 
876.19199, 33.421998, 
876.23643, 32.944595, 
876.28087, 33.023935, 
876.32531, 33.841995, 
876.36975, 33.783294, 
876.41419, 33.153845, 
876.45862, 31.963322, 
876.50306, 32.452423, 
876.54750, 32.060739, 
876.59194, 32.490176, 
876.63638, 32.821904, 
876.68082, 33.705589, 
876.72526, 33.995495, 
876.76970, 33.694097, 
876.81414, 33.020683, 
876.85858, 32.590547, 
876.90302, 32.468949, 
876.94747, 32.710816, 
876.99191, 32.657009, 
877.03635, 32.610350, 
877.08079, 32.238697, 
877.12523, 31.648653, 
877.16967, 31.404257, 
877.21411, 31.755240, 
877.25855, 32.561868, 
877.30299, 32.935381, 
877.34744, 33.802150, 
877.39188, 34.075547, 
877.43632, 32.871716, 
877.48076, 32.300905, 
877.52520, 32.828957, 
877.56965, 33.832703, 
877.61409, 34.323932, 
877.65853, 34.012489, 
877.70298, 34.316043, 
877.74742, 34.448721, 
877.79186, 34.594201, 
877.83630, 33.671138, 
877.88075, 33.386481, 
877.92519, 33.796735, Ar VII
877.96963, 34.231897, 
878.01408, 33.783425, 
878.05852, 32.723676, 
878.10297, 32.255829, 
878.14741, 32.695305, 
878.19185, 32.684498, 
878.23630, 32.777107, 
878.28074, 31.862314, 
878.32519, 31.231774, 
878.36963, 31.425456, 
878.41408, 31.937430, 
878.45852, 32.203065, 
878.50296, 33.046355, 
878.54741, 34.134133, 
878.59186, 34.049219, 
878.63630, 33.981813, 
878.68075, 33.732741, 
878.72519, 34.300702, 
878.76964, 34.614364, 
878.81408, 34.144715, 
878.85853, 34.117683, 
878.90297, 34.092530, 
878.94742, 34.703687, 
878.99187, 35.253112, 
879.03631, 35.412403, 
879.08076, 34.876951, 
879.12521, 33.592241, 
879.16965, 33.925918, 
879.21410, 33.778914, 
879.25855, 33.338372, 
879.30299, 32.948802, 
879.34744, 33.261608, 
879.39189, 33.750834, 
879.43634, 33.587473, 
879.48078, 34.597712, 
879.52523, 34.322407, 
879.56968, 33.356684, 
879.61413, 33.291709, 
879.65858, 33.146120, 
879.70302, 33.518746, 
879.74747, 33.895005, 
879.79192, 34.397253, 
879.83637, 34.904827, 
879.88082, 35.354650, 
879.92527, 34.866634, 
879.96971, 34.667157, 
880.04108, 32.747366, 
880.08546, 32.223885, 
880.12984, 32.303159, 
880.17422, 32.503893, 
880.21860, 32.686898, 
880.26297, 32.870044, 
